,Speed,SpeedRank,Movie,City,Population,dSdt,sEdt,dIdt,dRdt
1242,Slow* ,2,The Walking Dead ,New_York,8398748,1.4104111733639652e-10,8.085111084731783e-14,3950551.4500000095,39904.55000000005
1243,Slow* ,2,The Walking Dead ,New_York,8398748,3.746572837939642e-11,2.14770456784008e-14,3950551.4500000095,39904.55000000005
1244,Slow* ,2,The Walking Dead ,New_York,8398748,2.856147400304296e-11,1.6372727564398662e-14,3950551.4500000095,39904.55000000005
1245,Slow* ,2,The Walking Dead ,New_York,8398748,1.7293804922808496e-11,9.913592777070376e-15,3950551.4500000095,39904.55000000005
1246,Slow* ,2,The Walking Dead ,New_York,8398748,6.562889232166912e-12,3.762147931969299e-15,3950551.4500000095,39904.55000000005
1247,Slow* ,2,The Walking Dead ,New_York,8398748,-7.311049754079603e-13,-4.1910035535122866e-16,3950551.4500000095,39904.55000000005
1248,Slow* ,2,The Walking Dead ,New_York,8398748,-1.688009606442247e-12,-9.676454693378616e-16,3950551.4500000095,39904.55000000005
1249,Slow* ,2,The Walking Dead ,New_York,8398748,1.4708597033091556e-11,8.431628640101667e-15,3950551.4500000095,39904.55000000005
1250,Slow* ,2,The Walking Dead ,New_York,8398748,-5.60009559221748e-12,-3.210230147066516e-15,3950551.4500000095,39904.55000000005
1251,Slow* ,2,The Walking Dead ,New_York,8398748,-1.7078095812532565e-11,-9.789937326147832e-15,3950551.4500000095,39904.55000000005
1252,Slow* ,2,The Walking Dead ,New_York,8398748,-1.972540362785372e-11,-1.1307492897142291e-14,3950551.4500000095,39904.55000000005
1253,Slow* ,2,The Walking Dead ,New_York,8398748,-1.3542019038180944e-11,-7.762896860049894e-15,3950551.4500000095,39904.55000000005
1254,Slow* ,2,The Walking Dead ,New_York,8398748,-1.5679548647394892e-11,-8.988224788030953e-15,3950551.4500000095,39904.55000000005
1255,Slow* ,2,The Walking Dead ,New_York,8398748,-5.871494970753028e-11,-3.3658059945673896e-14,3950551.4500000095,39904.55000000005
1256,Slow* ,2,The Walking Dead ,New_York,8398748,-9.803764003038733e-11,-5.6199601745432855e-14,3950551.4500000095,39904.55000000005
1257,Slow* ,2,The Walking Dead ,New_York,8398748,-1.336476196159658e-10,-7.661285018730764e-14,3950551.4500000095,39904.55000000005
1258,Slow* ,2,The Walking Dead ,New_York,8398748,-1.6554488846426562e-10,-9.489780527129844e-14,3950551.4500000095,39904.55000000005
1259,Slow* ,2,The Walking Dead ,New_York,8398748,-1.9372944657528686e-10,-1.1105446699740517e-13,3950551.4500000095,39904.55000000005
1260,Slow* ,2,The Walking Dead ,New_York,8398748,-2.1820129394902964e-10,-1.250828353656278e-13,3950551.4500000095,39904.55000000005
1261,Slow* ,2,The Walking Dead ,New_York,8398748,-2.3896043058549376e-10,-1.3698291037596632e-13,3950551.4500000095,39904.55000000005
1262,Slow* ,2,The Walking Dead ,New_York,8398748,-2.5600685648467937e-10,-1.4675469202842077e-13,3950551.45000001,39904.55000000005
1263,Slow* ,2,The Walking Dead ,New_York,8398748,-2.693405716465864e-10,-1.5439818032299116e-13,3950551.45000001,39904.55000000005
1264,Slow* ,2,The Walking Dead ,New_York,8398748,-2.7896157607121494e-10,-1.5991337525967746e-13,3950551.45000001,39904.55000000005
1265,Slow* ,2,The Walking Dead ,New_York,8398748,-2.848698697585648e-10,-1.633002768384797e-13,3950551.45000001,39904.55000000005
